Frequency Hz,Permittivity,Elec. Cond. (S/m)
8317000000000,4.020267255,58.14651645
8336800000000,4.020223234,58.16044881
8356600000000,4.020179415,58.17435123
8376400000000,4.020135795,58.18822386
8396200000000,4.020092374,58.20206683
8416000000000,4.02004915,58.21588027
8435800000000,4.020006122,58.22966431
8455600000000,4.019963289,58.2434191
8475400000000,4.019920648,58.25714474
8495200000000,4.019878199,58.27084139
8515000000000,4.019835941,58.28450916
8534800000000,4.019793871,58.29814819
8554600000000,4.01975199,58.3117586
8574400000000,4.019710295,58.32534052
8594200000000,4.019668786,58.33889408
8614000000000,4.01962746,58.35241939
8633800000000,4.019586318,58.36591659
8653600000000,4.019545357,58.37938579
8673400000000,4.019504576,58.39282713
8693200000000,4.019463974,58.40624071
8713000000000,4.019423551,58.41962667
8732800000000,4.019383304,58.43298511
8752600000000,4.019343233,58.44631617
8772400000000,4.019303336,58.45961995
8792200000000,4.019263613,58.47289659
8812000000000,4.019224062,58.48614618
8831800000000,4.019184681,58.49936885
8851600000000,4.019145471,58.51256472
8871400000000,4.019106429,58.5257339
8891200000000,4.019067555,58.5388765
8911000000000,4.019028848,58.55199263
8930800000000,4.018990306,58.56508242
8950600000000,4.018951928,58.57814596
8970400000000,4.018913714,58.59118337
8990200000000,4.018875662,58.60419477
9010000000000,4.018837771,58.61718025
9029800000000,4.01880004,58.63013993
9049600000000,4.018762469,58.64307392
9069400000000,4.018725055,58.65598233
9089200000000,4.018687799,58.66886525
9109000000000,4.018650699,58.6817228
9128800000000,4.018613754,58.69455509
9148600000000,4.018576963,58.70736221
9168400000000,4.018540325,58.72014427
9188200000000,4.01850384,58.73290137
9208000000000,4.018467505,58.74563362
9227800000000,4.018431321,58.75834113
9247600000000,4.018395286,58.77102398
9267400000000,4.0183594,58.78368228
9287200000000,4.018323661,58.79631613
9307000000000,4.018288069,58.80892564
9326800000000,4.018252622,58.82151089
9346600000000,4.01821732,58.83407199
9366400000000,4.018182161,58.84660904
9386200000000,4.018147146,58.85912213
9406000000000,4.018112273,58.87161136
9425800000000,4.01807754,58.88407683
9445600000000,4.018042948,58.89651862
9465400000000,4.018008496,58.90893684
9485200000000,4.017974182,58.92133158
9505000000000,4.017940006,58.93370294
9524800000000,4.017905966,58.946051
9544600000000,4.017872063,58.95837586
9564400000000,4.017838295,58.9706776
9584200000000,4.017804661,58.98295633
9604000000000,4.017771161,58.99521214
9623800000000,4.017737794,59.0074451
9643600000000,4.017704558,59.01965532
9663400000000,4.017671454,59.03184288
9683200000000,4.01763848,59.04400787
9703000000000,4.017605636,59.05615037
9722800000000,4.01757292,59.06827049
9742600000000,4.017540333,59.08036829
9762400000000,4.017507873,59.09244388
9782200000000,4.017475539,59.10449733
9802000000000,4.017443331,59.11652873
9821800000000,4.017411249,59.12853817
9841600000000,4.01737929,59.14052573
9861400000000,4.017347456,59.15249149
9881200000000,4.017315743,59.16443554
9901000000000,4.017284154,59.17635797
9920800000000,4.017252685,59.18825884
9940600000000,4.017221337,59.20013826
9960400000000,4.01719011,59.21199629
9980200000000,4.017159001,59.22383301
10000000000000,4.017128011,59.23564852
